COD_MATERIAL,COD_CHAR,VALUE_COMBINED
264812430,L1000,26
106060BM00,L1147,229
106063KS00,L1147,120
107056KI00,L1107,430
264812430,L1380,44
348742430,L1380,44
26412000,L1102,210
27705000,L1102,152X152
27296003,L1102,260
241652433,L1006,XL
24331001,L1006,XL
21142DA0,L1006,XL
23661000,L1006,XL
20421000,L1006,XS
27598003,L1044,110
2639810E,L1044,110
26507DC0,L1102,310
26481A00,L1102,310
26063000,L1000,26
25272AL0,L1011,Y3
26581000,L1044,130
26959001,L1042,III
26171LS0,L1293,16.5
25222MS1,L1293,22
23315IG0,L1293,10
26398000,L1293,7.5
24093AL3,L1293,34
24027AL3,L1293,13
19316A01,L1293,22
24027DC3,L1293,13
24354DC0,L1293,34
25044AL3,L1293,21.5
26401000,L1293,12.5
26542000,L1293,16.5
26003003,L1293,60.5
23330001,L1079,"3/8"""
26672001,L1102,250
25248GN1,L1049,1250
28362MG1,L1049,1250
27151000,L1049,2000
25248DC1,L1049,1250
27269001,L1051,900
26959001,L1052,30
27269000,L1052,30
27788001,L1052,30
28346000,L1052,30
25248DL1,L1293,22
25248GN1,L1293,22
26507DC0,L1011,N
26479KF0,L1293,44
26673001,L1293,7.3
26811001,L1293,7.8
26479KF0,L1102,310
26163000,L1381,9
26032001,L1381,7.4
26479GL0,L1380,11.5
26479MG0,L1380,44
26475000,L1380,44
26479DC0,L1380,11.5
26507GL0,L1381,16
26811001,L1381,7.8
26959001,L1381,7.4
26852000,L1381,6
26837GL0,L1380,9.5
27615KF2,L1380,7.5
26510000,L1381,15
268272431,L1381,7.8
1106370000,L3063,"5,7 L/MIN"
37207000,L1148,575
37197000,L1148,575
37175000,L1148,575
37193000,L1148,575
1016932430,L1079,"3/8"""
13999AL0,L3063,"9,0 L/MIN - 3 BAR"
13373DC0,L1147,114
100962GN00,L1011,N
102415SH00,L1000,23
13373GN0,L1147,114
13373GL0,L1147,114
14926001,L1000,23
13999AL0,L1293,9
102513SH00,L1000,10
1291500M,L3059,10
13450000,L1147,125
100961KI00,L1293,8.4
30470GN0,L1018,U
25014000,L1011,Y3
45779000,L3059,23
28568000,L1052,30
101676KI00,L1044,130
26475BE0,L1380,44
26075A00,L1381,11.5
26164001,L1049,1250
26508DC0,L1381,9
26886000,L1381,9.5
2337800E,L1002,07
26508DA0,L1102,310
26508DC0,L1011,N
26566DL0,L1000,26
24065AL3,L1293,18.5
26560DA0,L1000,26
26182001,L1044,110
26694001,L1381,7.4
26560DA0,L1293,7.5
0121500M,L3059,14
25044DA3,L1293,22
26557000,L1293,19
26836DA0,L1380,9.5
21044AL3,L1006,XL
19381000,L1293,13
27923003,L1044,110
26481GN0,L1000,26
26566DL0,L1380,7.5
26354000,L1049,1250
24368AL0,L1293,22
26977001,L1381,7.4
06923000,L1147,75
32257002,L1006,MEDIUM
30327001,L1231,Y
37427000,L1199,0
3317820E,L1002,07
31486000,L1018,C
30085000,L1018,C
31717000,L1006,MEDIUM
31579SD0,L1003,"3 1/2"""
31565SD1,L1003,"3 1/2"""
46162000,L3063,LOW PRESSURE
31552SD0,L1203,RV
28626A00,L1147,41
29082000,L1293,34
30463000,L1293,13
30098001,L1293,13
31391002,L1293,13
31713000,L1293,13
30531001,L1293,10.5
42832000,L1293,6
29118DA0,L1293,29
46461000,L1293,25.2
333002433,L1293,22
31374001,L1293,11.5
30260002,L1293,10.5
29118DL0,L1293,29
34835001,L1051,900
34805001,L1293,7.6
31489000,L1018,SP
34834000,L1381,12.5
34835001,L1381,7.4
64186AL0,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
64186000,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
64196000,L3063,"5,7 L/MIN"
24368KF0,L1049,1250
31214001,L1293,7
34567000,L1293,26
29121AL0,L1293,36
32659001,L1293,12.5
1058120000,L1293,18.3
48465KF0,L1079,XXX
31483DC2,L1018,C
313692431,L1018,C
31588SD0,L1308,116/50
1058130000,L1381,7.4
1058120000,L1381,7.8
48480000,L3063,"5,7 L/MIN"
39865000,L1169,1.13
40877000,L1214,2500
48270000,L1293,6.6
39424000,L1308,45
46894000,L3063,"5,7 L/MIN"
46765000,L1293,5.7
3956800H,L1000,23
31696000,L1006,MEDIUM
30503DC0,L1016,09
33975004,L1293,10
33202002,L1018,C
29408GN0,L1293,21.5
39807000,L1308,55
46229IP0,L1147,95
31584SD1,L1204,90
38415000,L1158,07
39728000,L1308,1800X800
40532000,L1293,5.7
37060000,L1157,11
31680000,L1293,10.5
31358DC0,L1018,C
39806000,L1000,23
3946900H,L1308,80
31584SD0,L1204,90
37324SD1,L1199,0
31572SD1,L1000,15
34769000,L1051,900
30590000,L1293,6
29408DA0,L1049,2000
34769001,L1293,7.4
34770000,L1293,26
30469000,L1293,11
31572SD1,L1204,60
13460000,L1147,75
13317DL1,L1293,22.5
1012340000,L1018,U
101680DA00,L1044,130
1039980000,L1079,XXX
1016760000,L1042,III
13280001,L1293,75
1017672430,L1020,140
1018332430,L1079,"3/8"""
2339410E,L1002,07
13263000,L3063,"9,0 L/MIN - 3 BAR"
24340AL0,L1293,34
13928LS0,L1293,15
24067000,L1293,30
13922AL0,L1293,66
19895000,L1293,13
23405001,L1006,XL
24365DC0,L1006,XL
1018562430,L1079,"3/8"""
39347000,L1000,10
38848000,L1222,6
39554000,L1000,23
46680000,L3063,"20,0 L/MIN - 3 BAR"
31121002,L1293,7.5
30079DC1,L1293,6
39329000,L1000,10
37578000,L1169,1.2
38772001,L1169,1.13
104743KF00,L1293,4.5
1047420000,L1014,N
269102433,L1042,III
104748GL00,L1079,XXX
104986AL00,L1000,26
104989GL00,L1102,XXX
104742DA00,L1014,N
104747GL00,L1293,4.5
1047440000,L1014,N
104993KF00,L1000,26
104744DA00,L1014,N
2760130E,L1044,110
31324000,L1018,U
31368000,L1018,C
30361000,L1016,09
34561000,L1011,N
30215DC1,L1018,C
35089000,L1008,140 MM
23764001,L1006,XL
32901000,L1006,XL
24365GL0,L1006,XL
26477DC0,L1107,142
266692430,L1000,26
30197000,L1006,MEDIUM
19309000,L1293,7.5
31360001,L1293,10
32108AL3,L1293,10
26477MG0,L1293,44
29121MG0,L1293,36
31640AP0,L1003,"3 1/2"""
34857000,L1052,30
34482001,L1052,30
31640AT0,L1204,50
31640AP0,L1204,50
32901GN1,L1006,XL
30505KF0,L1293,6
31454KS1,L1231,Y
33559001,L1002,07
32917LS0,L1018,C
30583000,L1018,U
30583DC0,L1018,U
30433000,L1016,09
31563SD0,L1308,86/50
31655AT0,L1000,18
31651AP0,L1204,60
31655AT0,L1204,70
31650AP0,L1204,50
29126000,L1226,"3/4"""
266692430,L1380,8.3
34863000,L1380,44
25612G00,L1011,Y3
32618003,L1006,XL
31892KF0,L1293,7
26770001,L1079,XXX
31541000,L1231,Y
27852003,L1293,16.6
21150000,L1002,07
31641AP0,L1000,15
31541000,L1018,C
32321A02,L1018,C
32321DA2,L1018,C
27668000,L1042,IV
27615002,L1102,260
26689001,L1102,250X250
26785000,L1102,334X111
32250000,L1006,XL
21149DA0,L1006,XL
31576SD0,L1308,"58,5/44"
26067DA0,L1107,185
27578003,L1044,110
27927003,L1044,110
26075GL0,L1102,310
27966001,L1102,310
25229DC0,L1011,Y3
25229GN0,L1011,Y3
27744000,L1044,160
31642AP0,L1203,RV
26073000,L1107,286
34824004,L1293,5.5
25221GL1,L1293,21.5
26558MG0,L1293,7.5
25227DA0,L1293,21.5
29124A00,L1293,29
32321002,L1293,9
34840000,L1293,17
26816000,L1102,250
23665000,L1100,29
19316DL1,L1049,2000
29408MG0,L1049,2000
27701000,L1051,900
27520000,L1052,30
28150000,L1049,1250
26688000,L1293,8.3
26802AL0,L1382,3.3
27226001,L1381,16.6
27947000,L1381,5.5
28094000,L1380,15
28034000,L1381,15
27574003,L1381,7.4
27966001,L1380,13.5
27974000,L1380,18
27922000,L1381,14
27400GN0,L1381,8.2
28239AV0,L1042,IV
134866GN00,L1042,III
1348630000,L1044,120
1348660000,L1042,III
134866GN00,L1044,120
38217000,L1148,445
134863DC00,L1044,120
33540001,L1011,Y3
33472G00,L1011,Y3
13445L00,L1147,230
240952431,L1293,34
106867DL00,L1076,4
106071KS00,L1147,300
107055KF00,L1380,37.5
27760000,L1051,900
26951001,L1293,13.5
26052000,L1102,210
27957001,L1042,III
27357002,L1102,260
26510000,L1102,260
26187000,L1102,230X230
23444DC1,L1008,110 MM
23719LS3,L1006,XL
26477000,L1107,142
26960001,L1044,110
26948001,L1044,110
2726500E,L1044,110
26398001,L1044,110
26479GL0,L1102,310
26507DL0,L1102,310
23741001,L1102,310
26401001,L1102,310
26413000,L1000,26
26061000,L1000,26
25044AL3,L1011,Y3
26574LS0,L1044,130
26031000,L1042,III
28361000,L1107,380
25227MG0,L1293,21.5
24356AL0,L1293,34
25224000,L1293,21.5
27598001,L1293,19
26479MG0,L1293,44
23315000,L1293,10
24135AL3,L1293,18
19388000,L1293,13
26885000,L1293,9.5
26564GL0,L1293,7.5
26060000,L1293,19.5
26895DA0,L1293,60.5
19316A01,L1049,2000
27001000,L1049,2000
26955001,L1051,900
26853000,L1052,30
27408LS1,L1052,30
26603AL0,L1052,30
27267001,L1052,30
23969003,L1079,"3/8"""
27684001,L1293,11
26401001,L1293,9
266982431,L1293,7.9
26564KF0,L1102,310
26560GN0,L1380,7.5
26507DA0,L1381,16
27955001,L1381,7.4
27700000,L1381,15
27788003,L1381,13.5
269082433,L1381,7.4
27266001,L1381,21.7
26837DL0,L1380,9.5
28364KF1,L1050,59
37191000,L1148,575
00040L00,L3059,52
23403000,L1006,XL
1009640000,L1011,N
19897DC1,L1293,21.5
13951000,L1293,9
100964KF00,L1011,N
13373DL0,L3063,"5,7 L/MIN"
100961KI00,L1042,III
1018710000,L1020,140
13220000,L3063,"7,5 - 9,0 L/MIN - 3 BAR"
13373AL0,L1147,114
101580SH00,L1000,23
23106GN1,L1079,"3/8"""
23296DL1,L1079,"3/8"""
23444GN1,L1008,110 MM
1136930000,L1006,XS
25025LG0,L1011,Y3
20021GL3,L1006,XS
26509000,L1380,16
26885DL0,L1293,9.5
26696001,L1381,7.4
26475A00,L1102,310
19919IG0,L1049,2000
26675000,L1380,7.5
26666000,L1293,8.3
26566DL0,L1107,142
26481DA0,L1380,44
26481LS0,L1380,44
25047000,L1011,Y3
26481DA0,L1000,26
26566AL0,L1107,142
26560AL0,L1102,310
26560A00,L1102,310
26560DC0,L1293,7.5
26461000,L1291,III
27889000,L1293,8.2
26479A00,L1107,400
26164003,L1044,110
24417AL0,L1293,4.5
31128DC1,L1006,MEDIUM
31187001,L1006,LOW
34799000,L1011,N
37437000,L1199,0
30083KS1,L1293,6
32296000,L1018,C
30219DC0,L1018,C
31374000,L1018,C
31299000,L1018,U
30305DC0,L1006,LOW
38722001,L1222,6
32285000,L1006,XS
31565SD1,L1203,RV
31579SD0,L1308,"56,4/46,4"
35028000,L1100,"3/4"""
40423000,L1215,2 KG
38803001,L1169,1.13
38557001,L1169,1.13
38984000,L1169,1.13
38983000,L1169,1.13
32917GN0,L1293,11.5
34834000,L1293,12.5
34256004,L1051,900
34614000,L1049,1250
34627000,L1049,1250
34730000,L1049,1250
31565SD1,L1204,45
34800001,L1293,7.6
31374001,L1079,"3/8"""
64445000,L3063,"27,0 - 30,0 L/MIN - 3 BAR"
28253000,L1051,900
28291BE0,L1052,30
19316KF1,L1049,2000
26860KF0,L1102,254X254
26888KF0,L1102,381X678
48343000,L3063,"19,0 L/MIN - 3 BAR"
48343AL0,L3063,"19,0 L/MIN - 3 BAR"
29123DL0,L1293,29
25226KF0,L1293,21.5
238982431,L1293,3.5
31588SD1,L1203,RV
48464KF0,L1079,XXX
239152431,L1079,"3/8"""
32206000,L1002,07
3957100H,L1000,23
39642000,L1000,23
31484001,L1018,C
32950DC0,L1018,SP
30294EN0,L1016,09
31699000,L1006,MEDIUM
38643001,L1148,470
39623000,L1308,1800X900
34842000,L1052,30
34877000,L1380,7.5
3956400H,L1308,70
3933500H,L1000,23
39900000,L1159,6
48300000,L3063,"4,5 L/MIN"
48418000,L1293,15
46837G00,L3063,"5,7 L/MIN"
39335000,L1000,23
29407000,L1049,2000
46718000,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
31649AT0,L1308,86/50
3933800H,L1000,10
32661DC1,L1018,C
34768001,L1293,7.4
38997000,L1159,4
31583SD1,L1308,"51,8/56"
30184000,L1018,C
48552000,L3063,"5,7 L/MIN"
3946200H,L1000,10
39421000,L1308,60
30444KF0,L1293,10
33975001,L1018,C
39578000,L1222,"4,5"
29145000,L1293,29
29146000,L1293,36
31456DC1,L1293,10.5
102432SH00,L1000,23
102434SH00,L1308,60
101680KI00,L1381,8.4
27433000,L1102,190
13907DC0,L1293,70
32633KS0,L1006,XL
23123001,L1002,07
100738MS00,L1102,310
22123KF0,L1107,400
13376AL0,L3063,"13,5-15 L/MIN - 3 BAR"
23054002,L1293,13
22124KF0,L1293,44
13264GN1,L1293,22
19579000,L1049,2000
22126KF0,L1381,8.2
19919000,L1381,6
30026SD0,L1018,C
39552000,L1222,6
38661000,L1222,6
3947400H,L1000,23
42622000,L3063,NO LIMIT
46163000,L3063,LOW PRESSURE
38528001,L1169,1.13
47327000,L3059,11.5
48055000,L1293,15
37578001,L1148,450
104986DA00,L1000,26
104988MG00,L1000,26
104994DL00,L1000,26
104745DC00,L1293,4.5
104780MG00,L1014,N
104990GN00,L1102,XXX
104989DL00,L1102,XXX
104747AL00,L1293,4.5
104990DL00,L1000,26
104780GL00,L1293,4.5
104748AL00,L1079,XXX
28178IN0,L1042,IV
28419003,L1044,110
29119DL0,L1293,29
29124DA0,L1293,29
29119MG0,L1293,29
30080001,L1231,Y
31554000,L1018,C
30083DC1,L1018,C
26477LS0,L1107,142
26564A00,L1102,310
26477MG0,L1000,26
31575SD0,L1200,"1,5"
31553000,L1293,10
31494001,L1293,10
32671002,L1293,9.5
29121DC0,L1293,36
24368GN0,L1049,1250
26871000,L1293,15
24368DC0,L1293,22
26586LS0,L1052,30
24398000,L1293,4.5
24397000,L1293,4.5
32917000,L1018,C
30383000,L1231,Y
32901EN1,L1006,XL
31656AT0,L1003,"3 1/2"""
31564SD0,L1003,"3 1/2"""
31657AP0,L1000,18
32488AL0,L1293,11.5
31393000,L1293,9.5
30431000,L1293,10
31455001,L1293,11
32917000,L1293,11.5
32653DC3,L1049,1250
30382000,L1214,3000
31650AT0,L1204,50
31653AT0,L1204,50
26568LS0,L1380,7.5
25612000,L1011,Y3
33361000,L1008,75 MM
26086001,L1293,9
31888000,L1293,7
32927002,L1002,07
31541DC0,L1018,C
28368LS0,L1102,210
27273001,L1044,150
27406000,L1107,218
26688000,L1102,250X250
27469000,L1102,254X254
26689000,L1102,250X250
31645AP0,L1308,100/50
26067DC0,L1107,185
26935001,L1044,110
26075000,L1102,310
27865000,L1000,26
27849003,L1042,III
24168GN1,L1293,34
31203000,L1293,9.5
25226DL0,L1293,21.5
26560000,L1293,7.5
26056000,L1293,12.5
27477000,L1293,12.5
29408MS0,L1293,21.5
25229MS0,L1293,21.5
32740000,L1293,34
26075000,L1293,13.5
27968000,L1293,13.5
26075DC0,L1293,13.5
34797000,L1293,17
27965000,L1293,17
27854001,L1293,16.5
31643AT0,L1003,"3 1/2"""
31641AP0,L1003,"3 1/2"""
25276003,L1293,22
27854000,L1051,900
27226GL1,L1051,900
27277000,L1051,900
2764630E,L1051,900
27226DL1,L1051,900
27524001,L1052,30
27227001,L1052,30
27839000,L1049,1250
28362GL0,L1049,1250
27383000,L1049,1250
28362DA1,L1049,1250
27251LS0,L1361,127
26801GN0,L1361,75
26720001,L1293,7.6
26935001,L1293,7.4
34796001,L1293,7.6
27298001,L1293,15.5
27355000,L1293,17
27475001,L1293,18
27475001,L1291,III
26056000,L1380,12.5
26075DL0,L1381,11.5
26087000,L1381,9
26801GN0,L1382,3.3
26936001,L1381,7.4
27226AL1,L1381,16.6
27888000,L1381,8.2
27950000,L1381,5.5
2780330E,L1381,5.6
27477000,L1380,12.5
26680001,L1380,7.9
26691001,L1380,7.3
34791001,L1381,7.4
27475002,L1380,7.5
27421002,L1380,7.5
27262001,L1051,900
27260001,L1051,900
134864AL00,L1042,III
1348640000,L1042,III
37927000,L1148,445
134863DL00,L1044,120
27030000,L1102,210
38430000,L1169,0.82
33933002,L1006,MEDIUM
3210500E,L1006,MEDIUM
314842431,L1079,"3/8"""
106867AL00,L1076,4
106071LS00,L1147,300
106065KS00,L1147,191.5
106065BN00,L1147,191.5
265662430,L1107,142
107056GL00,L1107,430
45296000,L3059,7
26065000,L1102,210
26574BE0,L1042,III
26093000,L1042,III
26890000,L1102,75
27296002,L1102,260
26446LS0,L1102,360X220
21142000,L1006,XL
24170AL1,L1006,XL
26397001,L1044,110
27940001,L1044,110
269082433,L1044,110
26957001,L1044,110
26909003,L1044,110
26562LS0,L1102,310
26507AL0,L1102,310
26507EN0,L1102,310
26647LS0,L1102,310
26481AL0,L1102,310
26567LS0,L1102,310
27530000,L1102,130
26411000,L1107,286
26052000,L1107,286
26145000,L1107,422
26562LS0,L1293,7.5
24364DC0,L1293,10
25272DL0,L1293,21.5
26892000,L1293,15
24134003,L1293,18
26883000,L1293,10.5
26161001,L1293,9
2757120E,L1293,5.5
27941000,L1293,5.5
24135003,L1293,18
24354GL0,L1293,34
28362MS1,L1049,1250
26603BE0,L1051,900
27408001,L1051,900
27001IG0,L1049,2000
26566GL0,L1102,310
26508000,L1011,N
26507DL0,L1011,N
26909003,L1293,7.4
26953001,L1293,7.6
26513000,L1293,6.4
26918003,L1293,7.4
26918003,L1042,III
261612433,L1381,7.4
26459000,L1380,7.5
26405000,L1381,8.2
26513000,L1381,6.4
26508AL0,L1381,9
266972431,L1381,7.4
26953001,L1381,7.6
27943001,L1381,7.6
26888MS0,L1380,35.5
26885000,L1381,9.5
27319000,L1381,16.6
27571003,L1381,13.5
1060670000,L1147,158
1060650000,L1147,191.5
28239RR0,L1042,IV
12914000,L3059,10
100962GN00,L1381,8.4
13907000,L1293,70
100961GL00,L1011,N
100962DA00,L1380,15.3
13999DC0,L1293,9
100962KI00,L1011,N
100962DL00,L1042,III
37441000,L1000,23
37591000,L1169,1.2
37185000,L1148,575
37183000,L1148,575
28568000,L1051,900
26075A00,L1380,13.5
2337510E,L1002,07
13935DC0,L3063,"8,3 L/MIN - 4,2 BAR"
14976000,L1000,23
26164003,L1049,1250
26566000,L1107,142
26481KF0,L1107,142
20658GL0,L1006,XS
26335000,L1049,1250
26479A00,L1293,11.5
26548000,L1052,30
101676GL00,L1042,III
27888GN0,L1293,9.5
26678001,L1381,7.4
26887000,L1291,III
19578BE1,L1293,22
13928DC0,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
26677000,L1102,250
20404001,L1293,13
26970001,L1051,1150
26668000,L1107,380
26675001,L1380,7.9
26731000,L1102,254X254
19578000,L1049,2000
26887000,L1293,35.5
23428000,L1100,29
19922DA3,L1293,22
26888MG0,L1000,26
24065003,L1293,30
31889DC0,L1293,7
31486DC1,L1018,C
30260003,L1006,LOW
39432000,L1000,10
43470SH0,L1157,11
31315000,L1006,LOW
32618AL3,L1006,XL
38832000,L1222,6
39563000,L1222,6
31552SD1,L1308,86/50
28982000,L1107,372
38948000,L1169,0.82
28765000,L1293,11
30219DC2,L1293,9
31535000,L1293,10
34800000,L1293,16
36386001,L1293,5.5
28763000,L1051,900
34256004,L1052,30
34731000,L1049,1250
31568SD0,L1204,45
28762001,L1381,11
64451AL0,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
28293001,L1052,30
26801KF0,L1361,75
26802KF0,L1361,75
06574GL0,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
48343KS0,L3063,"19,0 L/MIN - 3 BAR"
34195001,L1293,16
48343KS0,L1293,19
26888KF0,L1293,35.5
37139000,L1199,0
32206001,L1002,07
33249001,L1018,C
30568DC0,L1018,U
30595000,L1018,U
30294GL0,L1006,MEDIUM
32451000,L1006,LOW
33281DC3,L1006,LOW
31213001,L1006,MEDIUM
34864000,L1380,44
39980LS0,L1169,1.13
40878000,L1214,2500
38748001,L1169,1.13
46965KF0,L3063,NO LIMIT
48379000,L3063,"19,0 L/MIN"
38750001,L1169,1.13
39495000,L1222,6
48271000,L1293,15
3956500H,L1000,23
39881000,L1222,6
481592430,L1293,5.7
45351000,L3063,LOW PRESSURE
30085DL1,L1018,C
38995000,L1169,1.13
32843002,L1293,10
3933700H,L1308,60
39114000,L1169,1.13
37059000,L1157,11
42902000,L1199,0
31583SD1,L1000,17
31647AP0,L1000,15
31323000,L1018,C
30444GN0,L1293,10
322782432,L1293,22
29407MS0,L1293,21.5
1039950000,L1079,XXX
1018330000,L1079,"3/8"""
134272430,L3063,"5,7 L/MIN"
1017712430,L1020,140
101680AL00,L1011,N
1012330000,L1079,"3/8"""
32171000,L1006,MEDIUM
32633LS0,L1006,XL
1012330000,L1006,MEDIUM
1017570000,L1079,"3/8"""
1017572430,L1079,"3/8"""
19571003,L1008,110 MM
24340000,L1293,34
23043003,L1293,15
13927000,L1293,30
1291800M,L3059,10
23403DC1,L1006,XL
24365000,L1006,XL
19923DC3,L1293,22
1018560000,L1079,"3/8"""
23349001,L1079,"3/8"""
1017312430,L1293,3.5
100961AL00,L1381,8.4
30080000,L1018,C
3920600H,L1000,23
38585000,L1169,1.2
39117000,L1169,1.13
38994000,L1169,1.13
38994000,L1148,625
48196000,L1293,19
42604000,L1293,6
29119DA0,L1293,29
28770001,L1293,11
38579000,L1222,6
28178LG0,L1042,IV
104993DA00,L1000,26
104744DA00,L1293,4.5
104991AL00,L1000,26
104780KF00,L1014,N
104780MG00,L1293,4.5
104748KF00,L1079,XXX
1049900000,L1102,XXX
104989DC00,L1102,XXX
104745GN00,L1006,XL
27162G00,L1049,2000
2757820E,L1293,5.5
20658000,L1006,XS
31723000,L1018,C
31498A01,L1018,C
23114A00,L1006,XL
26477DA0,L1107,142
26477DC0,L1102,310
30358000,L1006,LOW
26582DL0,L1044,130
26458000,L1107,380
26171000,L1293,16.5
24048003,L1293,30
31615EN0,L1293,10
32183000,L1293,10
26872000,L1293,7
30083001,L1293,6
29121GL0,L1293,36
29126AL0,L1293,36
31574GN0,L1003,"3 1/2"""
26038000,L1052,30
26558A00,L1102,310
31574DL1,L1204,60
31574SD1,L1204,60
30582000,L1018,C
31658AP0,L1203,RV
34855003,L1293,7.4
29126000,L1102,XXX
26558AL0,L1380,7.5
29415000,L1381,6
31892000,L1293,7
31891000,L1293,7
2759830E,L1293,5.6
27854003,L1293,16.6
30186001,L1018,C
27298002,L1102,260
27475001,L1102,260
26861MG0,L1102,254X254
26860MS0,L1102,254X254
21149GL0,L1006,XL
21149DC0,L1006,XL
32647GL3,L1006,XL
26067AL0,L1107,185
27265000,L1044,110
27221001,L1044,110
27297001,L1102,180
27968000,L1102,310
26059000,L1000,26
27484000,L1000,26
26861MS0,L1000,26
26059LS0,L1000,26
31576SD1,L1200,"1,5"
24168A01,L1293,34
23792001,L1293,22
25226DA0,L1293,21.5
25226GN0,L1293,21.5
24169GL1,L1293,34
25229GL0,L1293,21.5
25227AL0,L1293,21.5
25226MS0,L1293,21.5
30305001,L1293,10.5
27635000,L1293,23.5
26075DL0,L1293,13.5
27137000,L1049,2000
27514001,L1049,1250
28140000,L1049,2000
27226GL1,L1052,30
28621000,L1052,36
27796001,L1052,30
28398000,L1052,30
30631000,L1293,8.2
29525000,L1049,2000
27513DC1,L1049,1250
27251BE0,L1361,127
27251A00,L1361,127
31642AT0,L1204,60
27137001,L1050,79
26114001,L1293,16
27473002,L1291,III
26392000,L1381,8.2
266882430,L1380,8.3
27644003,L1381,7.4
27672DR0,L1381,9.5
27796003,L1381,13.5
26898000,L1380,12.5
27601003,L1381,7.4
27966000,L1380,13.5
26689001,L1381,5.6
27400DL0,L1293,8.2
1348662430,L1044,120
134865GN00,L1042,III
134865AL00,L1044,120
32462000,L1016,09
34603B00,L1011,Y2
28079L00,L1291,IV
33472IG0,L1011,Y3
107055KF00,L1102,400X230
107056KF00,L1102,360
314842431,L1018,C
106063BN00,L1147,120
106067LS00,L1147,158
107055DA00,L1107,400
107056DC00,L1380,37.5
25122000,L1008,120 MM
37166000,L1148,575
30147000,L1018,U
27571003,L1293,13.5
27032000,L1102,210
26598000,L1044,150
27573002,L1042,IV
23061002,L1102,260
26254000,L1102,360X220
27267001,L1044,110
27266001,L1044,110
26479MS0,L1102,310
26564MS0,L1102,310
27485000,L1000,26
26560GN0,L1000,26
26737000,L1000,26
26373001,L1000,26
26734000,L1000,26
26595000,L1044,130
26574000,L1044,130
27065000,L1291,III
26856000,L1107,286
26412000,L1107,286
26060000,L1107,286
27663LS0,L1293,9.5
26163001,L1293,9
26561000,L1293,19
27943000,L1293,5.5
23145DC0,L1293,34
24364DL0,L1293,10
26255000,L1293,7.5
26107000,L1293,9.5
19575001,L1293,13
24092DL1,L1293,34
26564MS0,L1293,7.5
24057DC1,L1293,34
26895000,L1293,60.5
26895DL0,L1293,60.5
26013000,L1293,59.2
27628000,L1293,23.5
27032001,L1293,14
27939001,L1293,35.5
25010DA3,L1293,33.5
19576002,L1049,2000
25221AL1,L1049,2000
25248A01,L1049,1250
23491A01,L1049,1250
26332000,L1049,1250
26956001,L1051,900
28347000,L1051,900
26853IG0,L1051,900
26603000,L1052,30
26801A00,L1361,75
26092001,L1293,7.4
27576003,L1293,7.4
27357002,L1293,15.5
26479DA0,L1102,310
26956001,L1042,III
26563000,L1380,19
26096001,L1381,7.4
26097001,L1381,7.4
26507EN0,L1381,16
26801000,L1382,3.3
27945000,L1381,5.5
